prefecture,election_name,election_date,vote_date,vote_rate,constituency_candidate_number,announce_date,last_vote_rate,reason_point,winner_name,url,winner_name_kana,winner_age_sex,winner_info,winner_job,affiliation,winner_votes
鹿児島県,"
                  宇検村長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    95.41%
                            
",1 /  2,2019年01月15日,"-％
","
                      任期満了
                      
","
																元山 公知モトヤマ アキラ
",https://go2senkyo.com/seijika/49920,モトヤマ アキラ,48歳  (男),新人,農業　元村議,無所属,"
718 票
"
岩手県,"
                  軽米町長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    67.59%
                            
",1 /  2,2019年01月15日,"-％
","
                      任期満了
                      
","
																山本 賢一ヤマモト ケンイチ
",https://go2senkyo.com/seijika/27662,ヤマモト ケンイチ,64歳  (男),現職,軽米町長,無所属,"
3,406 票
"
茨城県,"
                  八千代町長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    76.27%
                            ( ↑ )
",1 /  3,2019年01月15日,"68.95％
","
                      任期満了
                      
","
																谷中 聡ヤナカ サトシ
",https://go2senkyo.com/seijika/168529,ヤナカ サトシ,58歳  (男),新人,元副町長/2020年7月20日逝去,無所属,"
8,075 票
"
山形県,"
                  中山町長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    無投票
                            
",1 /  1,2019年01月15日,"-％
","
                      任期満了
                      
","
																佐藤 俊晴サトウ トシハル
",https://go2senkyo.com/seijika/162637,サトウ トシハル,59歳  (男),現職,中山町長,無所属,"
- 票
"
千葉県,"
                  我孫子市長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    40.86%
                            ( ↑ )
",1 /  2,2019年01月13日,"32.52％
","
                      任期満了
                      
","
																星野 順一郎ホシノ ジュンイチロウ
",https://go2senkyo.com/seijika/22433,ホシノ ジュンイチロウ,61歳  (男),現職,市長,無所属,"
26,082 票
"
兵庫県,"
                  赤穂市長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    53.62%
                            ( ↓ )
",1 /  2,2019年01月13日,"61％
","
                      任期満了
                      
","
																牟礼 正稔ムレ マサトシ
",https://go2senkyo.com/seijika/150938,ムレ マサトシ,64歳  (男),新人,元県職員,無所属,"
11,486 票
"
鹿児島県,"
                  垂水市長選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    74.91%
                            ( ↑ )
",1 /  3,2019年01月13日,"72.99％
","
                      任期満了
                      
","
																尾脇 雅弥オワキ マサヤ
",https://go2senkyo.com/seijika/27006,オワキ マサヤ,51歳  (男),現職,市長,無所属,"
4,413 票
"
青森県,"
                  五所川原市議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    68.54%
                            
",22 /  27,2019年01月13日,"-％
","
                      任期満了
                      
","
																伊藤 永慈イトウ エイジ
",https://go2senkyo.com/seijika/150826,イトウ エイジ,62歳  (男),現職,会社役員,無所属,"
1,876 票
"
北海道,"
                  清水町議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    68.77%
                            ( ↓ )
",13 /  15,2019年01月15日,"70.14％
","
                                                  8,066人
                                                      
                              前回より -213人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

","
																山下 清美ヤマシタ キヨミ
",https://go2senkyo.com/seijika/168537,ヤマシタ キヨミ,63歳  (男),新人,無職,公明党,"
689 票
"
福岡県,"
                  福津市議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    51.61%
                            ( ↑ )
",18 /  26,2019年01月13日,"47.05％
","
                      任期満了
                      
","
																戸田 進一トダ シンイチ
",https://go2senkyo.com/seijika/139274,トダ シンイチ,66歳  (男),現職,福津市議会議員,日本共産党,"
1,809 票
"
福岡県,"
                  筑前町議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    52.82%
                            
",14 /  17,2019年01月15日,"-％
","
                      任期満了
                      
","
																石橋 里美イシバシ サトミ
",https://go2senkyo.com/seijika/168542,イシバシ サトミ,58歳  (女),新人,無職,公明党,"
1,367 票
"
鹿児島県,"
                  宇検村議会議員補欠選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    無投票
                            
",2 /  2,2019年01月15日,"-％
","
                      その他
                      
","
																海原 隆家ウナバラ タカヤ
",https://go2senkyo.com/seijika/168533,ウナバラ タカヤ,62歳  (男),新人,農業,無所属,"
- 票
"
茨城県,"
                  かすみがうら市議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    54.51%
                            ( ↓ )
",16 /  18,2019年01月13日,"59.21％
","
                      任期満了
                      
","
																宮嶋 謙ミヤジマ ケン
",https://go2senkyo.com/seijika/151562,ミヤジマ ケン,55歳  (男),元職,（有）みやじま牧場役員,無所属,"
2,220 票
"
長野県,"
                  小諸市議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    無投票
                            
",19 /  19,2019年01月13日,"60.24％
","
                      任期満了
                      
","
																高橋 公タカハシ タダシ
",https://go2senkyo.com/seijika/151555,タカハシ タダシ,56歳  (男),現職,市議会議員,無所属,"
- 票
"
和歌山県,"
                  御坊市議会議員選挙
                                    

                                    （2019年01月20日投票）
                                    
","
                                    （2019年01月20日投票）
",2019年01月20日,"
                                                    71.34%
                            ( ↓ )
",14 /  16,2019年01月13日,"76.47％
","
                      任期満了
                      
","
																山田 勝人ヤマダ カツヒト
",https://go2senkyo.com/seijika/51592,ヤマダ カツヒト,44歳  (男),現職,無職,無所属,"
1,321 票
"
福島県,"
                  本宮市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月20日,"59.75％
","
                      任期満了
                      
","
																高松 義行タカマツ ギギョウ
",https://go2senkyo.com/seijika/27657,タカマツ ギギョウ,64歳  (男),現職,本宮市長,無所属,"
- 票
"
山梨県,"
                  山梨県知事選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    57.93%
                            ( ↑ )
",1 /  4,2019年01月10日,"41.85％
","
                      任期満了
                      
","
																長崎 幸太郎ナガサキ コウタロウ
",https://go2senkyo.com/seijika/123749,ナガサキ コウタロウ,50歳  (男),新人,元衆院議員,無所属,"
198,047 票
"
山梨県,"
                  甲府市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    52.48%
                            ( ↑ )
",1 /  2,2019年01月20日,"43.13％
","
                      任期満了
                      
","
																樋口 雄一ヒグチ ユウイチ
",https://go2senkyo.com/seijika/67744,ヒグチ ユウイチ,59歳  (男),現職,甲府市長,無所属,"
71,191 票
"
滋賀県,"
                  守山市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月20日,"-％
","
                      任期満了
                      
","
																宮本 和宏ミヤモト カズヒロ
",https://go2senkyo.com/seijika/136427,ミヤモト カズヒロ,46歳  (男),現職,市長,無所属,"
- 票
"
福岡県,"
                  北九州市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    33.48%
                            ( ↓ )
",1 /  3,2019年01月13日,"35.88％
","
                      任期満了
                      
","
																北橋 健治キタハシ ケンジ
",https://go2senkyo.com/seijika/1773,キタハシ ケンジ,65歳  (男),現職,市長,無所属,"
196,684 票
"
山形県,"
                  河北町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      任期満了
                      
","
																森谷 俊雄モリヤ トシオ
",https://go2senkyo.com/seijika/168596,モリヤ トシオ,64歳  (男),新人,無職,無所属,"
- 票
"
山形県,"
                  三川町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      任期満了
                      
","
																阿部 誠アベ セイ
",https://go2senkyo.com/seijika/1428,アベ セイ,66歳  (男),現職,町長,無所属,"
- 票
"
新潟県,"
                  弥彦村長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    73.97%
                            ( ↓ )
",1 /  2,2019年01月22日,"83.08％
","
                      任期満了
                      
","
																小林 豊彦コバヤシ トヨヒコ
",https://go2senkyo.com/seijika/151674,コバヤシ トヨヒコ,73歳  (男),現職,弥彦村長,無所属,"
2,934 票
"
長野県,"
                  軽井沢町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    44.61%
                            
",1 /  2,2019年01月22日,"-％
","
                      任期満了
                      
","
																藤巻 進フジマキ ススム
",https://go2senkyo.com/seijika/136439,フジマキ ススム,67歳  (男),現職,町長,無所属,"
4,902 票
"
岐阜県,"
                  池田町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      任期満了
                      
","
																岡崎 和夫オカザキ カズオ
",https://go2senkyo.com/seijika/1318,オカザキ カズオ,70歳  (男),現職,農業,無所属,"
- 票
"
島根県,"
                  西ノ島町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      任期満了
                      
","
																升谷 健マスタニ ケン
",https://go2senkyo.com/seijika/150837,マスタニ ケン,67歳  (男),現職,西ノ島町長,無所属,"
- 票
"
福岡県,"
                  大木町長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      任期満了
                      
","
																境 公雄サカイ キミオ
",https://go2senkyo.com/seijika/168598,サカイ キミオ,61歳  (男),新人,農業　前副町長,無所属,"
- 票
"
東京都,"
                  青ケ島村長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"-％
","
                      辞職
                      
","
																菊池 利光キクチ トシミツ
",https://go2senkyo.com/seijika/30442,キクチ トシミツ,65歳  (男),元職,農業,無所属,"
- 票
"
宮城県,"
                  富谷市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月20日,"-％
","
                      任期満了
                      
","
																若生 裕俊ワコウ ヒロトシ
",https://go2senkyo.com/seijika/26024,ワコウ ヒロトシ,54歳  (男),現職,富谷市長,無所属,"
- 票
"
福岡県,"
                  筑紫野市長選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月20日,"-％
","
                      任期満了
                      
","
																藤田 陽三フジタ ヨウゾウ
",https://go2senkyo.com/seijika/73318,フジタ ヨウゾウ,76歳  (男),現職,市長,無所属,"
- 票
"
青森県,"
                  つがる市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    72.36%
                            ( ↓ )
",18 /  23,2019年01月20日,"75.21％
","
                      任期満了
                      
","
																山本 清秋ヤマモト キヨアキ
",https://go2senkyo.com/seijika/48148,ヤマモト キヨアキ,72歳  (男),現職,農業,無所属,"
1,488 票
"
山梨県,"
                  上野原市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",16 /  16,2019年01月20日,"72.6％
","
                      任期満了
                      
","
																白鳥 純雄シラトリ スミオ
",https://go2senkyo.com/seijika/164307,シラトリ スミオ,55歳  (男),現職,白鳥電気製作所代表,無所属,"
- 票
"
山梨県,"
                  中央市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    65.54%
                            ( ↑ )
",18 /  20,2019年01月20日,"61.06％
","
                      任期満了
                      
","
																田中 輝美タナカ テルミ
",https://go2senkyo.com/seijika/139618,タナカ テルミ,62歳  (女),現職,中央市議会議員,公明党,"
1,159.567 票
"
愛知県,"
                  田原市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    69.2%
                            
",18 /  21,2019年01月20日,"-％
","
                      任期満了
                      
","
																小川 貴夫オガワ タカオ
",https://go2senkyo.com/seijika/150981,オガワ タカオ,45歳  (男),現職,会社役員,無所属,"
3,125 票
"
京都府,"
                  亀岡市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    47.27%
                            ( ↓ )
",24 /  28,2019年01月20日,"47.97％
","
                      任期満了
                      
","
																赤坂 マリアアカサカ マリア
",https://go2senkyo.com/seijika/168560,アカサカ マリア,48歳  (女),新人,株式会社おかたま代表取締役,無所属,"
2,270 票
"
熊本県,"
                  阿蘇市議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",20 /  20,2019年01月20日,"73％
","
                      任期満了
                      
","
																立石 昭夫タテイシ アキオ
",https://go2senkyo.com/seijika/151551,タテイシ アキオ,63歳  (男),現職,農業,無所属,"
- 票
"
三重県,"
                  紀宝町議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",13 /  13,2019年01月22日,"73.41％
","
                      任期満了
                      
","
																向井 健雅ムカイ タケマサ
",https://go2senkyo.com/seijika/51537,ムカイ タケマサ,64歳  (男),現職,現業職,無所属,"
- 票
"
群馬県,"
                  昭和村議会議員再選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",3 /  3,2019年01月22日,"-％
","
                      その他
                      /立候補者数が定数割れした村議選（定数１２）の欠員３を補うための再選挙
","
																倉沢 つかさクラサワ ツカサ
",https://go2senkyo.com/seijika/168599,クラサワ ツカサ,54歳  (女),新人,自営業,無所属,"
- 票
"
高知県,"
                  四万十町議会議員選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    68.28%
                            
",16 /  20,2019年01月22日,"-％
","
                      任期満了
                      
","
																槙野 章マキノ アキラ
",https://go2senkyo.com/seijika/140132,マキノ アキラ,63歳  (男),現職,無職,無所属,"
770 票
"
滋賀県,"
                  守山市議会議員補欠選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    22.67%
                            
",1 /  3,2019年01月20日,"-％
","
                      死亡
                      /永尾健治氏の死去による
","
																今江 恒夫イマエ ツネオ
",https://go2senkyo.com/seijika/168556,イマエ ツネオ,50歳  (男),新人,無職,無所属,"
5,437 票
"
福岡県,"
                  北九州市議会議員補欠選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    31.15%
                            ( ↓ )
",1 /  4,2019年01月18日,"38.41％
","
                      辞職
                      /大石正信氏の福岡県議会議員選挙出馬による辞職のため
","
																木村 年伸キムラ トシノブ
",https://go2senkyo.com/seijika/126677,キムラ トシノブ,59歳  (男),元職,無職,自由民主党,"
18,465 票
"
山形県,"
                  三川町議会議員補欠選挙
                                    

                                    （2019年01月27日投票）
                                    
","
                                    （2019年01月27日投票）
",2019年01月27日,"
                                                    無投票
                            
",1 /  1,2019年01月22日,"85.32％
","
                      辞職
                      /田中晃氏の辞職による
","
																鈴木 淳士スズキ ジュンシ
",https://go2senkyo.com/seijika/168595,スズキ ジュンシ,60歳  (男),新人,無職,無所属,"
- 票
"
